Data ID	Sub System	Name	ADC No	Packet Type	Packet Subtype	Decode Type	Decode ID1	Decode ID2	Decode ID3	Decode ID4	Raw Format	Eng Format	Eng Eq Type	Eng K1	Eng K2	Sci Units	Sci Format	Sci Eq Type	Sci From Eng	Sci K1	Sci K2	Sci K3	Sci K4	Sci K5	Sci K6	Sci K7	Sci K8	Mux Ch	Limit Type 1	Yellow Limit 1	Red Limit 1	Limit Type 2	Yellow Limit 2	Red Limit 2
554	MEB	VALVE3_STATE	0	7	0	1	44	1	0x30	4	%01X	%1.0f	0	0.00E+00	0.00E+00	valve state	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
555	MEB	VALVE2_STATE	0	7	0	1	44	1	0x0C	2	%01X	%1.0f	0	0.00E+00	0.00E+00	valve state	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
556	MEB	VALVE1_STATE	0	7	0	1	44	1	0x03	0	%01X	%1.0f	0	0.00E+00	0.00E+00	valve state	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
557	MEB	LAS_ON	0	7	0	1	46	1	0x40	6	%01X	%1.0f	0	0.00E+00	0.00E+00	bool	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
558	MEB	GC_ON	0	7	0	1	46	1	0x20	5	%01X	%1.0f	0	0.00E+00	0.00E+00	bool	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
559	MEB	SEB_ON	0	7	0	1	46	1	0x10	4	%01X	%1.0f	0	0.00E+00	0.00E+00	bool	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
560	MEB	HTR_6_ON	0	7	0	1	47	1	0x40	6	%01X	%1.0f	0	0.00E+00	0.00E+00	bool	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
561	MEB	HTR_5_ON	0	7	0	1	47	1	0x20	5	%01X	%1.0f	0	0.00E+00	0.00E+00	bool	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
562	MEB	HTR_4_ON	0	7	0	1	47	1	0x10	4	%01X	%1.0f	0	0.00E+00	0.00E+00	bool	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
563	MEB	HTR_3_ON	0	7	0	1	47	1	0x08	3	%01X	%1.0f	0	0.00E+00	0.00E+00	bool	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
564	MEB	HTR_2_ON	0	7	0	1	47	1	0x04	2	%01X	%1.0f	0	0.00E+00	0.00E+00	bool	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
565	MEB	HTR_1_ON	0	7	0	1	47	1	0x02	1	%01X	%1.0f	0	0.00E+00	0.00E+00	bool	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
566	MEB	CHRG_RDY	0	7	0	1	47	1	0x01	0	%01X	%1.0f	0	0.00E+00	0.00E+00	bool	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
567	MEB	FSW_VERSION	0	7	0	1	48	4	0xFFFFFFFF	0	%08X	%1.0f	0	0.00E+00	0.00E+00	Version	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
568	MEB	MAIF_ERRS_ALL	0	7	0	1	52	4	0xFFFFFFFF	0	%08X	%1.0f	0	0.00E+00	0.00E+00	errors	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
569	MEB	SEB_ERRS_ALL	0	7	0	1	56	4	0xFFFFFFFF	0	%08X	%1.0f	0	0.00E+00	0.00E+00	errors	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
570	MEB	GC_ERRS_ALL	0	7	0	1	60	2	0xFFFF	0	%04X	%1.0f	0	0.00E+00	0.00E+00	errors	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
571	MEB	LAS_ERRS_ALL	0	7	0	1	62	2	0xFFFF	0	%04X	%1.0f	0	0.00E+00	0.00E+00	errors	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
572	MEB	FSW_VERSION_MAJOR	0	7	0	1	48	1	0xFF	0	%02X	%1.0f	0	0.00E+00	0.00E+00	Version	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
573	MEB	FSW_VERSION_MINOR	0	7	0	1	49	1	0xFF	0	%02X	%1.0f	0	0.00E+00	0.00E+00	Version	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
574	MEB	FSW_VERSION_PATCH	0	7	0	1	50	1	0xFF	0	%02X	%1.0f	0	0.00E+00	0.00E+00	Version	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
575	MEB	FSW_VERSION_EXTRA	0	7	0	1	51	1	0xFF	0	%02X	%1.0f	0	0.00E+00	0.00E+00	Version	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
576	MEB	MAIF_ERRS_RCV	0	7	0	1	52	1	0xFF	0	%02X	%1.0f	0	0.00E+00	0.00E+00	errors	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
577	MEB	MAIF_ERRS_OVR	0	7	0	1	53	1	0xFF	0	%02X	%1.0f	0	0.00E+00	0.00E+00	errors	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
578	MEB	MAIF_ERRS_SPARE1	0	7	0	1	54	1	0xFF	0	%02X	%1.0f	0	0.00E+00	0.00E+00		%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
579	MEB	MAIF_ERRS_SPARE2	0	7	0	1	55	1	0xFF	0	%02X	%1.0f	0	0.00E+00	0.00E+00		%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
580	MEB	SEB_ERRS	0	7	0	1	56	1	0xFF	0	%02X	%1.0f	0	0.00E+00	0.00E+00	errors	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
581	MEB	SEB_ERRS_NAKS	0	7	0	1	57	1	0xFF	0	%02X	%1.0f	0	0.00E+00	0.00E+00	nacks	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
582	MEB	SEB_ERRS_NAK_ID	0	7	0	1	58	1	0xFF	0	%02X	%1.0f	0	0.00E+00	0.00E+00	ID	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
583	MEB	SEB_ERRS_NAK_CODE	0	7	0	1	59	1	0xFF	0	%02X	%1.0f	0	0.00E+00	0.00E+00	Code	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
584	MEB	GC_ERRS_PKT	0	7	0	1	60	1	0xFF	0	%02X	%1.0f	0	0.00E+00	0.00E+00	errors	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
585	MEB	GC_ERRS_ACK	0	7	0	1	61	1	0xFF	0	%02X	%1.0f	0	0.00E+00	0.00E+00	errors	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
586	MEB	LAS_ERRS_RCV	0	7	0	1	62	1	0xFF	0	%02X	%1.0f	0	0.00E+00	0.00E+00	errors	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
587	MEB	LAS_ERRS_PARITY	0	7	0	1	63	1	0xFF	0	%02X	%1.0f	0	0.00E+00	0.00E+00	errors	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
588	MEB	MAIF_MAIN_IMON	0	7	0	1	72	2	0xFFFF	0	%04X	%.2f	1	0.00E+00	7.63E-05	A	%.3f	1	 true	9.54E-02	5.07E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
589	MEB	MAIF_PS_TEMP	0	7	0	1	74	2	0xFFFF	0	%04X	%.2f	1	1.36E+02	-3.60E-03	C	%.2f	1	 false	1.85E+02	-1.92E-02	1.39E-06	-5.05E-11	5.61E-16	9.33E-21	-1.94E-25	0.00E+00	0	0	0	0	0	0	0
600	GC	TIMESTAMP	0	14	0	204	3	0	0xFFFF	0	%04X	%1.0f	0	0.00E+00	0.00E+00	 s	%.2f	1	 false	0.00E+00	5.00E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
601	GC	STATUS	0	14	0	204	0	1	0xFFFF	0	%04X	%1.0f	0	0.00E+00	0.00E+00	Status	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
602	GC	STATUS_TS_MOTOR_POWERED	0	14	0	204	0	1	0x0001	0	%01X	%1.0f	0	0.00E+00	0.00E+00	bool	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
603	GC	STATUS_TS_POSITION_REACHED	0	14	0	204	0	1	0x0002	1	%01X	%1.0f	0	0.00E+00	0.00E+00	bool	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
604	GC	STATUS_TS_TIMEOUT	0	14	0	204	0	1	0x0004	2	%01X	%1.0f	0	0.00E+00	0.00E+00	bool	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
605	GC	STATUS_TS_OVER_CURRENT_SWITCH_OFF	0	14	0	204	0	1	0x0008	3	%01X	%1.0f	0	0.00E+00	0.00E+00	bool	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
606	GC	STATUS_UPPER_END_POS_SWITCH	0	14	0	204	0	1	0x0010	4	%01X	%1.0f	0	0.00E+00	0.00E+00	bool	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
607	GC	STATUS_LOWER_END_POS_SWITCH	0	14	0	204	0	1	0x0020	5	%01X	%1.0f	0	0.00E+00	0.00E+00	bool	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
608	GC	STATUS_IKI_BUSY	0	14	0	204	0	1	0x0100	8	%01X	%1.0f	0	0.00E+00	0.00E+00	bool	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
609	GC	STATUS_SV_POWERED	0	14	0	204	0	1	0x0200	9	%01X	%1.0f	0	0.00E+00	0.00E+00	bool	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
610	GC	STATUS_SERIAL_NUMBER	0	14	0	204	0	1	0xF000	12	%01X	%1.0f	0	0.00E+00	0.00E+00	Serial Number	%1.0f	0	 false	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
611	GC	SCGAIN1	0	14	0	204	6	2	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	V	%.3f	1	 true	0.00E+00	4.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
612	GC	SCGAIN10	0	14	0	204	9	3	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	V	%.3f	1	 true	0.00E+00	4.00E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
613	GC	SCGAIN100	0	14	0	204	12	4	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	V	%.3f	1	 true	0.00E+00	4.00E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
614	GC	TEMP_TOVN	0	14	0	204	15	5	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	 true	0.00E+00	4.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
615	GC	TEMP_TTRP1	0	14	0	204	18	6	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	 true	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
616	GC	TEMP_TTRP2	0	14	0	204	18	7	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	 true	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
617	GC	TEMP_TTCD1	0	14	0	204	21	8	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	 true	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
618	GC	TEMP_TTCD2	0	14	0	204	21	9	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	 true	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
619	GC	TEMP_TTCD3	0	14	0	204	21	10	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	 true	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
620	GC	TEMP_TTCD4	0	14	0	204	21	11	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	 true	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
621	GC	TEMP_TCLM1	0	14	0	204	24	12	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	 true	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
622	GC	TEMP_TCLM2	0	14	0	204	24	13	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	 true	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
623	GC	TEMP_TCLM3	0	14	0	204	24	14	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	 true	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
624	GC	TEMP_TCLM4	0	14	0	204	24	15	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	 true	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
625	GC	TEMP_TCPL1	0	14	0	204	27	16	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	 true	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
626	GC	TEMP_TCPL2	0	14	0	204	27	17	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	 true	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
627	GC	TEMP_TCPL3	0	14	0	204	27	18	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	 true	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
628	GC	TEMP_TCPL4	0	14	0	204	27	19	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	 true	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
629	GC	TEMP_TCPL5	0	14	0	204	27	20	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	 true	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
630	GC	TEMP_TCPL6	0	14	0	204	27	21	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	 true	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
631	GC	TEMP_TCPL7	0	14	0	204	27	22	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	 true	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
632	GC	TEMP_TTP	0	14	0	204	27	23	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	 true	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
633	GC	TEMP_TTP2	0	14	0	204	27	24	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	 true	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
634	GC	TEMP_TVP1	0	14	0	204	27	25	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	 true	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
635	GC	TEMP_TVP2	0	14	0	204	27	26	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	 true	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
636	GC	TEMP_TCPL8	0	14	0	204	27	27	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	 true	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
637	GC	TEMP_TCPL9	0	14	0	204	27	28	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	 true	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
638	GC	TEMP_TVP4	0	14	0	204	27	29	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	 true	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
639	GC	TEMP_TVP3	0	14	0	204	27	30	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	 true	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
640	GC	PT1000_REF	0	14	0	204	27	31	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	 true	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
641	GC	HK_PRESSURE_IN	0	14	0	204	30	32	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	bar	%.3f	1	 true	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
642	GC	HK_PRESSURE_OUT	0	14	0	204	30	33	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	bar	%.3f	1	 true	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
643	GC	HK_RAIL_POSITION	0	14	0	204	30	57	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	position	%.2f	1	 true	0.00E+00	3.33E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
644	GC	HK_PRESSURE_CLM	0	14	0	204	30	34	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	bar	%.3f	1	 true	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
645	GC	HK_MOTOR_CURRENT	0	14	0	204	30	35	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	mA	%.2f	1	 true	0.00E+00	4.75E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
646	GC	HK_I_TCD	0	14	0	204	30	36	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	mA	%.2f	1	 true	0.00E+00	1.00E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
647	GC	HK_+15V	0	14	0	204	30	37	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	V	%.2f	1	 true	0.00E+00	6.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
648	GC	HK_+5V	0	14	0	204	30	38	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	V	%.2f	1	 true	0.00E+00	2.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
649	GC	REF_GND	0	14	0	204	30	39	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	V	%.2f	1	 true	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
650	GC	HK_-5V	0	14	0	204	30	40	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	V	%.2f	1	 true	0.00E+00	2.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
651	GC	HK_REF2.5V	0	14	0	204	30	41	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	V	%.2f	1	 true	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
652	GC	HK_+UTCD	0	14	0	204	30	42	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	V	%.2f	1	 true	0.00E+00	6.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
653	GC	HK_-UTCD	0	14	0	204	30	43	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	V	%.2f	1	 true	0.00E+00	6.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
654	GC	HK_HV_VALVES	0	14	0	204	30	44	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	V	%.2f	1	 true	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
655	GC	HK_UREF_PRESSURE	0	14	0	204	30	45	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	V	%.2f	1	 true	0.00E+00	6.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
656	GC	HK_STRAIN_GAUGE	0	14	0	204	30	46	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	bar	%.2f	1	 true	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
657	GC	HK_TCD_OFFSET	0	14	0	204	30	47	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	offset	%.2f	1	 true	0.00E+00	2.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
