source_id	hk_id	name	prefix	bdu_name	sci_name	measure	unit	mined	rate	scaling	offset	digits	alarm_enable	lolo_limit	lo_limit	hi_limit	hihi_limit	warn_enable	average	deadband	alarm_actions	alarm_action_1	alarm_action_2	alarm_action_3	warn_actions	warn_action_1	warn_action_2	warn_action_3	LIMIT_TYPE_1	YELLOW_LIMIT_1	RED_LIMIT_1	LIMIT_TYPE_2	YELLOW_LIMIT_2	RED_LIMIT_2
0	3769	RuLg Delay ch 1	BDH																															
0	3770	RuLg Delay ch 2	BDH																															
0	3771	RuLg Delay ch 3	BDH																															
0	3772	RuLg Delay ch 4	BDH																															
0	3773	RuLg DigiTime sec	BDH																															
0	3774	RuLg DigiTime usec	BDH																															
0	3775	RuLg Group	BDH																															
0	3776	RuLg Group Shot Num	BDH																															
0	3777	RuLg NMax	BDH																															
0	3778	RuLg NMin	BDH																															
0	3779	RuLg NoiseSum	BDH																															
0	3780	RuLg NSquareSum	BDH																															
0	3781	RuLg NumWindows	BDH																															
0	3782	RuLg Packet ID	BDH																															
0	3783	RuLg Scene ID	BDH																															
0	3784	RuLg Scene Shot Num	BDH																															
0	3785	RuLg SP1 Amplitude	BDH																															
0	3786	RuLg SP1 Area	BDH																															
0	3787	RuLg SP1 Width	BDH																															
0	3788	RuLg SP2 Amplitude	BDH																															
0	3789	RuLg SP2 Area	BDH																															
0	3790	RuLg SP2 Width	BDH																															
0	3791	RuLg SP3 Amplitude	BDH																															
0	3792	RuLg SP3 Area	BDH																															
0	3793	RuLg Sw Flags	BDH																															
0	3794	RuLg System Status	BDH																															
0	3795	RuLg Time CPU	BDH																															
0	3796	RuLg Time GPS Sod	BDH																															
0	3797	RuLg Total Bytes	BDH																															
0	3798	RuLg Trigger Num	BDH																															
0	3799	RuLg Trigger Rate	BDH																															
0	3800	RuLg Voa 1 Vset	BDH																															
0	3801	RuLg Voa 2 Vset	BDH																															
0	3802	RuLg Voa 3 Vset	BDH																															
0	3803	RuLg Voa 4 Vset	BDH																															
0	3804	RuLg Win1 SP1 Peak	BDH																															
0	3805	RuLg Win1 SP1 Sum	BDH																															
0	3806	RuLg Win1 SP1 Width at 50p	BDH																															
0	3807	RuLg Win1 SP1 X at 50p pos	BDH																															
0	3808	RuLg Win1 SP1 X at Peak	BDH																															
0	3809	RuLg Win1 Start	BDH																															
0	3810	RuLg Win2 Size	BDH																															
0	3811	RuLg Win2 SP1 Peak	BDH																															
0	3812	RuLg Win2 SP1 Sum	BDH																															
0	3813	RuLg Win2 SP1 Width at 50p	BDH																															
0	3814	RuLg Win2 SP1 X at 50p pos	BDH																															
0	3815	RuLg Win2 SP1 X at Peak	BDH																															
0	3816	RuLg Win2 Start	BDH																															
0	3817	RuLg Win3 Size	BDH																															
0	3818	RuLg Win3 SP1 Peak	BDH																															
0	3819	RuLg Win3 SP1 Sum	BDH																															
0	3820	RuLg Win3 SP1 Width at 50p	BDH																															
0	3821	RuLg Win3 SP1 X at 50p pos	BDH																															
0	3822	RuLg Win3 SP1 X at Peak	BDH																															
0	3823	RuLg Win3 Start	BDH																															
0	3824	RuLg Win4 Noise Mean	BDH																															
0	3825	RuLg Win4 Noise Stdev	BDH																															
0	3826	RuLg Win4 Size	BDH																															
0	3827	RuLg Win4 Start	BDH																															
0	3828	RuLg Win5 Cloud Size	BDH																															
0	3829	RuLg Win5 Cloud SP1 Peak	BDH																															
0	3830	RuLg Win5 Cloud SP1 Sum	BDH																															
0	3831	RuLg Win5 Cloud SP1 Width at 50p	BDH																															
0	3832	RuLg Win5 Cloud SP1 X at 50p pos	BDH																															
0	3833	RuLg Win5 Cloud SP1 X at Peak	BDH																															
0	3834	RuLg Win5 Cloud Start	BDH																															
0	3835	RuLg Win6 Ground Size	BDH																															
0	3836	RuLg Win6 Ground SP1 Peak	BDH																															
0	3837	RuLg Win6 Ground SP1 Sum	BDH																															
0	3838	RuLg Win6 Ground SP1 Width at 50p	BDH																															
0	3839	RuLg Win6 Ground SP1 X at 50p pos	BDH																															
0	3840	RuLg Win6 Ground SP1 X at Peak	BDH																															
0	3841	RuLg Win6 Ground Start	BDH																															
0	3842	Spare 1	BDH																															
0	3843	Spare 2	BDH																															
0	3844	Spare 3	BDH																															
0	3845	Spare 4	BDH																															
0	3846	Spare 5	BDH																															
0	3847	Spare 6	BDH																															
0	3848	Spare 7	BDH																															
0	3849	Spare 8	BDH																															
0	5001	VALID_BYTE_CNT	DU1_I		byte_count	count	bytes																						0	0	0	0	0	0
0	5002	TX_SAMPLE_CNT	DU1_I		tx_sample_count	count	samples																						0	0	0	0	0	0
0	5003	PERS_FINE	DU1_I		pers_fine																								0	0	0	0	0	0
0	5004	PERS_COARSE	DU1_I		pers_coarse																								0	0	0	0	0	0
0	5005	TH_OVERRIDE_ON	DU1_I		th_override																								0	0	0	0	0	0
0	5006	DITHERED	DU1_I		dithered																								0	0	0	0	0	0
0	5007	SLOT	DU1_I		slot																								0	0	0	0	0	0
0	5008	I/Q	DU1_I		i_q																								0	0	0	0	0	0
0	5009	PKT_SEQ_CNT	DU1_I		pkt_count_fpga																								0	0	0	0	0	0
0	5012	MINOR_FRAME_NUM	DU1_I		minor_frame																								0	0	0	0	0	0
0	5013	ISS_TIME	DU1_I		iss_time	time	s																						0	0	0	0	0	0
0	5017	GPS_TIME	DU1_I		gps_time	time	s																						0	0	0	0	0	0
0	5020	ISS_PPS_FRAMESYNC	DU1_I		iss_pps_sync	time	ns																						0	0	0	0	0	0
0	5023	GPS_PPS_FRAMESYNC	DU1_I		gps_pps_sync	time	ns																						0	0	0	0	0	0
0	5026	1HZ_FRAMESYNC	DU1_I		hz_sync	time	ns																						0	0	0	0	0	0
0	5029	ALL_SAMPLES_SUM	DU1_I			count	counts																						0	0	0	0	0	0
0	5032	NOISE_MEAN	DU1_I		noise_mean	count	counts																						0	0	0	0	0	0
0	5033	NOISE_STD_DEV	DU1_I		noise_calc_std_dev																								0	0	0	0	0	0
0	5035	THRESH_MULT_COARSE_FRAC	DU1_I		thresh_mul_coarse																								0	0	0	0	0	0
0	5037	THRESH_MULT_FINE_LEFT_FRAC	DU1_I		thresh_mul_fine_left																								0	0	0	0	0	0
0	5039	THRESH_MULT_FINE_RIGHT_FRAC	DU1_I		thresh_mul_fine_right																								0	0	0	0	0	0
0	5040	THRESH_COARSE_ALGO	DU1_I																										0	0	0	0	0	0
0	5041	THRESH_COARSE	DU1_I		thresh_coarse_used																								0	0	0	0	0	0
0	5042	THRESH_FINE_LEFT_ALGO	DU1_I																										0	0	0	0	0	0
0	5043	THRESH_FINE_LEFT	DU1_I		thresh_fine_left_used																								0	0	0	0	0	0
0	5044	THRESH_FINE_RIGHT_ALGO	DU1_I																										0	0	0	0	0	0
0	5045	THRESH_FINE_RIGHT	DU1_I		thresh_fine_right_used																								0	0	0	0	0	0
0	5046	Y_BOX_STRETCHER	DU1_I		y_box_stretch																								0	0	0	0	0	0
0	5047	X_BOX_STRETCHER	DU1_I		x_box_stretch																								0	0	0	0	0	0
0	5048	RX_SUPPRESSED	DU1_I		rx_surpressed																								0	0	0	0	0	0
0	5049	RX_SAMPLE_CNT	DU1_I		rx_sample_count	count	samples																						0	0	0	0	0	0
0	5050	NOISE_SUM_OF_SQUARES	DU1_I																										0	0	0	0	0	0
0	5053	X_SELECTION_STRETCHER	DU1_I		x_select_stretch																								0	0	0	0	0	0
0	5054	Y_SELECTION_STRETCHER	DU1_I		y_select_stretch																								0	0	0	0	0	0
0	5055	TX_WINDOW_OPEN_STAMP	DU1_I		tx_window_open	time	ns																						0	0	0	0	0	0
0	5058	TX_OFFSET_INDEX	DU1_I		tx_offset_index	time	ns																						0	0	0	0	0	0
0	5059	RX_WINDOW_OPEN_STAMP	DU1_I		rx_window_open	time	ns																						0	0	0	0	0	0
0	5062	RX_OFFSET_INDEX	DU1_I		rx_offset_index	time	ns																						0	0	0	0	0	0
0	5063	TX_SAMPLE_MEAN	DU1_I		tx_sample_mean																								0	0	0	0	0	0
0	5064	TX_SAMPLE_STD_DEV	DU1_I		tx_sample_std_dev																								0	0	0	0	0	0
0	5065	TX_SAMPLE_MAX	DU1_I		tx_sample_max																								0	0	0	0	0	0
0	5066	TX_SAMPLE_MIN	DU1_I		tx_sample_min																								0	0	0	0	0	0
0	5067	RX_SAMPLE_MEAN	DU1_I		rx_sample_mean																								0	0	0	0	0	0
0	5068	RX_SAMPLE_STD_DEV	DU1_I		rx_sample_std_dev																								0	0	0	0	0	0
0	5069	RX_SAMPLE_MAX	DU1_I		rx_sample_max																								0	0	0	0	0	0
0	5070	RX_SAMPLE_MIN	DU1_I		rx_sample_min																								0	0	0	0	0	0
0	5101	VALID_BYTE_CNT	DU1_Q		byte_count	count	bytes																						0	0	0	0	0	0
0	5102	TX_SAMPLE_CNT	DU1_Q		tx_sample_count	count	samples																						0	0	0	0	0	0
0	5103	PERS_FINE	DU1_Q		pers_fine																								0	0	0	0	0	0
0	5104	PERS_COARSE	DU1_Q		pers_coarse																								0	0	0	0	0	0
0	5105	TH_OVERRIDE_ON	DU1_Q		th_override																								0	0	0	0	0	0
0	5106	DITHERED	DU1_Q		dithered																								0	0	0	0	0	0
0	5107	SLOT	DU1_Q		slot																								0	0	0	0	0	0
0	5108	I/Q	DU1_Q		i_q																								0	0	0	0	0	0
0	5109	PKT_SEQ_CNT	DU1_Q		pkt_count_fpga																								0	0	0	0	0	0
0	5112	MINOR_FRAME_NUM	DU1_Q		minor_frame																								0	0	0	0	0	0
0	5113	ISS_TIME	DU1_Q		iss_time	time	s																						0	0	0	0	0	0
0	5117	GPS_TIME	DU1_Q		gps_time	time	s																						0	0	0	0	0	0
0	5120	ISS_PPS_FRAMESYNC	DU1_Q		iss_pps_sync	time	ns																						0	0	0	0	0	0
0	5123	GPS_PPS_FRAMESYNC	DU1_Q		gps_pps_sync	time	ns																						0	0	0	0	0	0
0	5126	1HZ_FRAMESYNC	DU1_Q		hz_sync	time	ns																						0	0	0	0	0	0
0	5129	ALL_SAMPLES_SUM	DU1_Q			count	counts																						0	0	0	0	0	0
0	5132	NOISE_MEAN	DU1_Q		noise_mean	count	counts																						0	0	0	0	0	0
0	5133	NOISE_STD_DEV	DU1_Q		noise_calc_std_dev																								0	0	0	0	0	0
0	5135	THRESH_MULT_COARSE_FRAC	DU1_Q		thresh_mul_coarse																								0	0	0	0	0	0
0	5137	THRESH_MULT_FINE_LEFT_FRAC	DU1_Q		thresh_mul_fine_left																								0	0	0	0	0	0
0	5139	THRESH_MULT_FINE_RIGHT_FRAC	DU1_Q		thresh_mul_fine_right																								0	0	0	0	0	0
0	5140	THRESH_COARSE_ALGO	DU1_Q																										0	0	0	0	0	0
0	5141	THRESH_COARSE	DU1_Q		thresh_coarse_used																								0	0	0	0	0	0
0	5142	THRESH_FINE_LEFT_ALGO	DU1_Q																										0	0	0	0	0	0
0	5143	THRESH_FINE_LEFT	DU1_Q		thresh_fine_left_used																								0	0	0	0	0	0
0	5144	THRESH_FINE_RIGHT_ALGO	DU1_Q																										0	0	0	0	0	0
0	5145	THRESH_FINE_RIGHT	DU1_Q		thresh_fine_right_used																								0	0	0	0	0	0
0	5146	Y_BOX_STRETCHER	DU1_Q		y_box_stretch																								0	0	0	0	0	0
0	5147	X_BOX_STRETCHER	DU1_Q		x_box_stretch																								0	0	0	0	0	0
0	5148	RX_SUPPRESSED	DU1_Q		rx_surpressed																								0	0	0	0	0	0
0	5149	RX_SAMPLE_CNT	DU1_Q		rx_sample_count	count	samples																						0	0	0	0	0	0
0	5150	NOISE_SUM_OF_SQUARES	DU1_Q																										0	0	0	0	0	0
0	5153	X_SELECTION_STRETCHER	DU1_Q		x_select_stretch																								0	0	0	0	0	0
0	5154	Y_SELECTION_STRETCHER	DU1_Q		y_select_stretch																								0	0	0	0	0	0
0	5155	TX_WINDOW_OPEN_STAMP	DU1_Q		tx_window_open	time	ns																						0	0	0	0	0	0
0	5158	TX_OFFSET_INDEX	DU1_Q		tx_offset_index	time	ns																						0	0	0	0	0	0
0	5159	RX_WINDOW_OPEN_STAMP	DU1_Q		rx_window_open	time	ns																						0	0	0	0	0	0
0	5162	RX_OFFSET_INDEX	DU1_Q		rx_offset_index	time	ns																						0	0	0	0	0	0
0	5163	TX_SAMPLE_MEAN	DU1_Q		tx_sample_mean																								0	0	0	0	0	0
0	5164	TX_SAMPLE_STD_DEV	DU1_Q		tx_sample_std_dev																								0	0	0	0	0	0
0	5165	TX_SAMPLE_MAX	DU1_Q		tx_sample_max																								0	0	0	0	0	0
0	5166	TX_SAMPLE_MIN	DU1_Q		tx_sample_min																								0	0	0	0	0	0
0	5167	RX_SAMPLE_MEAN	DU1_Q		rx_sample_mean																								0	0	0	0	0	0
0	5168	RX_SAMPLE_STD_DEV	DU1_Q		rx_sample_std_dev																								0	0	0	0	0	0
0	5169	RX_SAMPLE_MAX	DU1_Q		rx_sample_max																								0	0	0	0	0	0
0	5170	RX_SAMPLE_MIN	DU1_Q		rx_sample_min																								0	0	0	0	0	0
0	5201	VALID_BYTE_CNT	DU2_I		byte_count	count	bytes																						0	0	0	0	0	0
0	5202	TX_SAMPLE_CNT	DU2_I		tx_sample_count	count	samples																						0	0	0	0	0	0
0	5203	PERS_FINE	DU2_I		pers_fine																								0	0	0	0	0	0
0	5204	PERS_COARSE	DU2_I		pers_coarse																								0	0	0	0	0	0
0	5205	TH_OVERRIDE_ON	DU2_I		th_override																								0	0	0	0	0	0
0	5206	DITHERED	DU2_I		dithered																								0	0	0	0	0	0
0	5207	SLOT	DU2_I		slot																								0	0	0	0	0	0
0	5208	I/Q	DU2_I		i_q																								0	0	0	0	0	0
0	5209	PKT_SEQ_CNT	DU2_I		pkt_count_fpga																								0	0	0	0	0	0
0	5212	MINOR_FRAME_NUM	DU2_I		minor_frame																								0	0	0	0	0	0
0	5213	ISS_TIME	DU2_I		iss_time	time	s																						0	0	0	0	0	0
0	5217	GPS_TIME	DU2_I		gps_time	time	s																						0	0	0	0	0	0
0	5220	ISS_PPS_FRAMESYNC	DU2_I		iss_pps_sync	time	ns																						0	0	0	0	0	0
0	5223	GPS_PPS_FRAMESYNC	DU2_I		gps_pps_sync	time	ns																						0	0	0	0	0	0
0	5226	1HZ_FRAMESYNC	DU2_I		hz_sync	time	ns																						0	0	0	0	0	0
0	5229	ALL_SAMPLES_SUM	DU2_I			count	counts																						0	0	0	0	0	0
0	5232	NOISE_MEAN	DU2_I		noise_mean	count	counts																						0	0	0	0	0	0
0	5233	NOISE_STD_DEV	DU2_I		noise_calc_std_dev																								0	0	0	0	0	0
0	5235	THRESH_MULT_COARSE_FRAC	DU2_I		thresh_mul_coarse																								0	0	0	0	0	0
0	5237	THRESH_MULT_FINE_LEFT_FRAC	DU2_I		thresh_mul_fine_left																								0	0	0	0	0	0
0	5239	THRESH_MULT_FINE_RIGHT_FRAC	DU2_I		thresh_mul_fine_right																								0	0	0	0	0	0
0	5240	THRESH_COARSE_ALGO	DU2_I																										0	0	0	0	0	0
0	5241	THRESH_COARSE	DU2_I		thresh_coarse_used																								0	0	0	0	0	0
0	5242	THRESH_FINE_LEFT_ALGO	DU2_I																										0	0	0	0	0	0
0	5243	THRESH_FINE_LEFT	DU2_I		thresh_fine_left_used																								0	0	0	0	0	0
0	5244	THRESH_FINE_RIGHT_ALGO	DU2_I																										0	0	0	0	0	0
0	5245	THRESH_FINE_RIGHT	DU2_I		thresh_fine_right_used																								0	0	0	0	0	0
0	5246	Y_BOX_STRETCHER	DU2_I		y_box_stretch																								0	0	0	0	0	0
0	5247	X_BOX_STRETCHER	DU2_I		x_box_stretch																								0	0	0	0	0	0
0	5248	RX_SUPPRESSED	DU2_I		rx_surpressed																								0	0	0	0	0	0
0	5249	RX_SAMPLE_CNT	DU2_I		rx_sample_count	count	samples																						0	0	0	0	0	0
0	5250	NOISE_SUM_OF_SQUARES	DU2_I																										0	0	0	0	0	0
0	5253	X_SELECTION_STRETCHER	DU2_I		x_select_stretch																								0	0	0	0	0	0
0	5254	Y_SELECTION_STRETCHER	DU2_I		y_select_stretch																								0	0	0	0	0	0
0	5255	TX_WINDOW_OPEN_STAMP	DU2_I		tx_window_open	time	ns																						0	0	0	0	0	0
0	5258	TX_OFFSET_INDEX	DU2_I		tx_offset_index	time	ns																						0	0	0	0	0	0
0	5259	RX_WINDOW_OPEN_STAMP	DU2_I		rx_window_open	time	ns																						0	0	0	0	0	0
0	5262	RX_OFFSET_INDEX	DU2_I		rx_offset_index	time	ns																						0	0	0	0	0	0
0	5263	TX_SAMPLE_MEAN	DU2_I		tx_sample_mean																								0	0	0	0	0	0
0	5264	TX_SAMPLE_STD_DEV	DU2_I		tx_sample_std_dev																								0	0	0	0	0	0
0	5265	TX_SAMPLE_MAX	DU2_I		tx_sample_max																								0	0	0	0	0	0
0	5266	TX_SAMPLE_MIN	DU2_I		tx_sample_min																								0	0	0	0	0	0
0	5267	RX_SAMPLE_MEAN	DU2_I		rx_sample_mean																								0	0	0	0	0	0
0	5268	RX_SAMPLE_STD_DEV	DU2_I		rx_sample_std_dev																								0	0	0	0	0	0
0	5269	RX_SAMPLE_MAX	DU2_I		rx_sample_max																								0	0	0	0	0	0
0	5270	RX_SAMPLE_MIN	DU2_I		rx_sample_min																								0	0	0	0	0	0
0	5301	VALID_BYTE_CNT	DU2_Q		byte_count	count	bytes																						0	0	0	0	0	0
0	5302	TX_SAMPLE_CNT	DU2_Q		tx_sample_count	count	samples																						0	0	0	0	0	0
0	5303	PERS_FINE	DU2_Q		pers_fine																								0	0	0	0	0	0
0	5304	PERS_COARSE	DU2_Q		pers_coarse																								0	0	0	0	0	0
0	5305	TH_OVERRIDE_ON	DU2_Q		th_override																								0	0	0	0	0	0
0	5306	DITHERED	DU2_Q		dithered																								0	0	0	0	0	0
0	5307	SLOT	DU2_Q		slot																								0	0	0	0	0	0
0	5308	I/Q	DU2_Q		i_q																								0	0	0	0	0	0
0	5309	PKT_SEQ_CNT	DU2_Q		pkt_count_fpga																								0	0	0	0	0	0
0	5312	MINOR_FRAME_NUM	DU2_Q		minor_frame																								0	0	0	0	0	0
0	5313	ISS_TIME	DU2_Q		iss_time	time	s																						0	0	0	0	0	0
0	5317	GPS_TIME	DU2_Q		gps_time	time	s																						0	0	0	0	0	0
0	5320	ISS_PPS_FRAMESYNC	DU2_Q		iss_pps_sync	time	ns																						0	0	0	0	0	0
0	5323	GPS_PPS_FRAMESYNC	DU2_Q		gps_pps_sync	time	ns																						0	0	0	0	0	0
0	5326	1HZ_FRAMESYNC	DU2_Q		hz_sync	time	ns																						0	0	0	0	0	0
0	5329	ALL_SAMPLES_SUM	DU2_Q			count	counts																						0	0	0	0	0	0
0	5332	NOISE_MEAN	DU2_Q		noise_mean	count	counts																						0	0	0	0	0	0
0	5333	NOISE_STD_DEV	DU2_Q		noise_calc_std_dev																								0	0	0	0	0	0
0	5335	THRESH_MULT_COARSE_FRAC	DU2_Q		thresh_mul_coarse																								0	0	0	0	0	0
0	5337	THRESH_MULT_FINE_LEFT_FRAC	DU2_Q		thresh_mul_fine_left																								0	0	0	0	0	0
0	5339	THRESH_MULT_FINE_RIGHT_FRAC	DU2_Q		thresh_mul_fine_right																								0	0	0	0	0	0
0	5340	THRESH_COARSE_ALGO	DU2_Q																										0	0	0	0	0	0
0	5341	THRESH_COARSE	DU2_Q		thresh_coarse_used																								0	0	0	0	0	0
0	5342	THRESH_FINE_LEFT_ALGO	DU2_Q																										0	0	0	0	0	0
0	5343	THRESH_FINE_LEFT	DU2_Q		thresh_fine_left_used																								0	0	0	0	0	0
0	5344	THRESH_FINE_RIGHT_ALGO	DU2_Q																										0	0	0	0	0	0
0	5345	THRESH_FINE_RIGHT	DU2_Q		thresh_fine_right_used																								0	0	0	0	0	0
0	5346	Y_BOX_STRETCHER	DU2_Q		y_box_stretch																								0	0	0	0	0	0
0	5347	X_BOX_STRETCHER	DU2_Q		x_box_stretch																								0	0	0	0	0	0
0	5348	RX_SUPPRESSED	DU2_Q		rx_surpressed																								0	0	0	0	0	0
0	5349	RX_SAMPLE_CNT	DU2_Q		rx_sample_count	count	samples																						0	0	0	0	0	0
0	5350	NOISE_SUM_OF_SQUARES	DU2_Q																										0	0	0	0	0	0
0	5353	X_SELECTION_STRETCHER	DU2_Q		x_select_stretch																								0	0	0	0	0	0
0	5354	Y_SELECTION_STRETCHER	DU2_Q		y_select_stretch																								0	0	0	0	0	0
0	5355	TX_WINDOW_OPEN_STAMP	DU2_Q		tx_window_open	time	ns																						0	0	0	0	0	0
0	5358	TX_OFFSET_INDEX	DU2_Q		tx_offset_index	time	ns																						0	0	0	0	0	0
0	5359	RX_WINDOW_OPEN_STAMP	DU2_Q		rx_window_open	time	ns																						0	0	0	0	0	0
0	5362	RX_OFFSET_INDEX	DU2_Q		rx_offset_index	time	ns																						0	0	0	0	0	0
0	5363	TX_SAMPLE_MEAN	DU2_Q		tx_sample_mean																								0	0	0	0	0	0
0	5364	TX_SAMPLE_STD_DEV	DU2_Q		tx_sample_std_dev																								0	0	0	0	0	0
0	5365	TX_SAMPLE_MAX	DU2_Q		tx_sample_max																								0	0	0	0	0	0
0	5366	TX_SAMPLE_MIN	DU2_Q		tx_sample_min																								0	0	0	0	0	0
0	5367	RX_SAMPLE_MEAN	DU2_Q		rx_sample_mean																								0	0	0	0	0	0
0	5368	RX_SAMPLE_STD_DEV	DU2_Q		rx_sample_std_dev																								0	0	0	0	0	0
0	5369	RX_SAMPLE_MAX	DU2_Q		rx_sample_max																								0	0	0	0	0	0
0	5370	RX_SAMPLE_MIN	DU2_Q		rx_sample_min																								0	0	0	0	0	0
0	5401	VALID_BYTE_CNT	DU3_I		byte_count	count	bytes																						0	0	0	0	0	0
0	5402	TX_SAMPLE_CNT	DU3_I		tx_sample_count	count	samples																						0	0	0	0	0	0
0	5403	PERS_FINE	DU3_I		pers_fine																								0	0	0	0	0	0
0	5404	PERS_COARSE	DU3_I		pers_coarse																								0	0	0	0	0	0
0	5405	TH_OVERRIDE_ON	DU3_I		th_override																								0	0	0	0	0	0
0	5406	DITHERED	DU3_I		dithered																								0	0	0	0	0	0
0	5407	SLOT	DU3_I		slot																								0	0	0	0	0	0
0	5408	I/Q	DU3_I		i_q																								0	0	0	0	0	0
0	5409	PKT_SEQ_CNT	DU3_I		pkt_count_fpga																								0	0	0	0	0	0
0	5412	MINOR_FRAME_NUM	DU3_I		minor_frame																								0	0	0	0	0	0
0	5413	ISS_TIME	DU3_I		iss_time	time	s																						0	0	0	0	0	0
0	5417	GPS_TIME	DU3_I		gps_time	time	s																						0	0	0	0	0	0
0	5420	ISS_PPS_FRAMESYNC	DU3_I		iss_pps_sync	time	ns																						0	0	0	0	0	0
0	5423	GPS_PPS_FRAMESYNC	DU3_I		gps_pps_sync	time	ns																						0	0	0	0	0	0
0	5426	1HZ_FRAMESYNC	DU3_I		hz_sync	time	ns																						0	0	0	0	0	0
0	5429	ALL_SAMPLES_SUM	DU3_I			count	counts																						0	0	0	0	0	0
0	5432	NOISE_MEAN	DU3_I		noise_mean	count	counts																						0	0	0	0	0	0
0	5433	NOISE_STD_DEV	DU3_I		noise_calc_std_dev																								0	0	0	0	0	0
0	5435	THRESH_MULT_COARSE_FRAC	DU3_I		thresh_mul_coarse																								0	0	0	0	0	0
0	5437	THRESH_MULT_FINE_LEFT_FRAC	DU3_I		thresh_mul_fine_left																								0	0	0	0	0	0
0	5439	THRESH_MULT_FINE_RIGHT_FRAC	DU3_I		thresh_mul_fine_right																								0	0	0	0	0	0
0	5440	THRESH_COARSE_ALGO	DU3_I																										0	0	0	0	0	0
0	5441	THRESH_COARSE	DU3_I		thresh_coarse_used																								0	0	0	0	0	0
0	5442	THRESH_FINE_LEFT_ALGO	DU3_I																										0	0	0	0	0	0
0	5443	THRESH_FINE_LEFT	DU3_I		thresh_fine_left_used																								0	0	0	0	0	0
0	5444	THRESH_FINE_RIGHT_ALGO	DU3_I																										0	0	0	0	0	0
0	5445	THRESH_FINE_RIGHT	DU3_I		thresh_fine_right_used																								0	0	0	0	0	0
0	5446	Y_BOX_STRETCHER	DU3_I		y_box_stretch																								0	0	0	0	0	0
0	5447	X_BOX_STRETCHER	DU3_I		x_box_stretch																								0	0	0	0	0	0
0	5448	RX_SUPPRESSED	DU3_I		rx_surpressed																								0	0	0	0	0	0
0	5449	RX_SAMPLE_CNT	DU3_I		rx_sample_count	count	samples																						0	0	0	0	0	0
0	5450	NOISE_SUM_OF_SQUARES	DU3_I																										0	0	0	0	0	0
0	5453	X_SELECTION_STRETCHER	DU3_I		x_select_stretch																								0	0	0	0	0	0
0	5454	Y_SELECTION_STRETCHER	DU3_I		y_select_stretch																								0	0	0	0	0	0
0	5455	TX_WINDOW_OPEN_STAMP	DU3_I		tx_window_open	time	ns																						0	0	0	0	0	0
0	5458	TX_OFFSET_INDEX	DU3_I		tx_offset_index	time	ns																						0	0	0	0	0	0
0	5459	RX_WINDOW_OPEN_STAMP	DU3_I		rx_window_open	time	ns																						0	0	0	0	0	0
0	5462	RX_OFFSET_INDEX	DU3_I		rx_offset_index	time	ns																						0	0	0	0	0	0
0	5463	TX_SAMPLE_MEAN	DU3_I		tx_sample_mean																								0	0	0	0	0	0
0	5464	TX_SAMPLE_STD_DEV	DU3_I		tx_sample_std_dev																								0	0	0	0	0	0
0	5465	TX_SAMPLE_MAX	DU3_I		tx_sample_max																								0	0	0	0	0	0
0	5466	TX_SAMPLE_MIN	DU3_I		tx_sample_min																								0	0	0	0	0	0
0	5467	RX_SAMPLE_MEAN	DU3_I		rx_sample_mean																								0	0	0	0	0	0
0	5468	RX_SAMPLE_STD_DEV	DU3_I		rx_sample_std_dev																								0	0	0	0	0	0
0	5469	RX_SAMPLE_MAX	DU3_I		rx_sample_max																								0	0	0	0	0	0
0	5470	RX_SAMPLE_MIN	DU3_I		rx_sample_min																								0	0	0	0	0	0
0	5501	VALID_BYTE_CNT	DU3_Q		byte_count	count	bytes																						0	0	0	0	0	0
0	5502	TX_SAMPLE_CNT	DU3_Q		tx_sample_count	count	samples																						0	0	0	0	0	0
0	5503	PERS_FINE	DU3_Q		pers_fine																								0	0	0	0	0	0
0	5504	PERS_COARSE	DU3_Q		pers_coarse																								0	0	0	0	0	0
0	5505	TH_OVERRIDE_ON	DU3_Q		th_override																								0	0	0	0	0	0
0	5506	DITHERED	DU3_Q		dithered																								0	0	0	0	0	0
0	5507	SLOT	DU3_Q		slot																								0	0	0	0	0	0
0	5508	I/Q	DU3_Q		i_q																								0	0	0	0	0	0
0	5509	PKT_SEQ_CNT	DU3_Q		pkt_count_fpga																								0	0	0	0	0	0
0	5512	MINOR_FRAME_NUM	DU3_Q		minor_frame																								0	0	0	0	0	0
0	5513	ISS_TIME	DU3_Q		iss_time	time	s																						0	0	0	0	0	0
0	5517	GPS_TIME	DU3_Q		gps_time	time	s																						0	0	0	0	0	0
0	5520	ISS_PPS_FRAMESYNC	DU3_Q		iss_pps_sync	time	ns																						0	0	0	0	0	0
0	5523	GPS_PPS_FRAMESYNC	DU3_Q		gps_pps_sync	time	ns																						0	0	0	0	0	0
0	5526	1HZ_FRAMESYNC	DU3_Q		hz_sync	time	ns																						0	0	0	0	0	0
0	5529	ALL_SAMPLES_SUM	DU3_Q			count	counts																						0	0	0	0	0	0
0	5532	NOISE_MEAN	DU3_Q		noise_mean	count	counts																						0	0	0	0	0	0
0	5533	NOISE_STD_DEV	DU3_Q		noise_calc_std_dev																								0	0	0	0	0	0
0	5535	THRESH_MULT_COARSE_FRAC	DU3_Q		thresh_mul_coarse																								0	0	0	0	0	0
0	5537	THRESH_MULT_FINE_LEFT_FRAC	DU3_Q		thresh_mul_fine_left																								0	0	0	0	0	0
