Name	Sub System	ADC No	Data ID	Packet Type	Packet Subtype	Decode Type	Decode ID1	Decode ID2	Decode ID3	Decode ID4	Raw Format	Eng Format	Eng Eq Type	Eng K1	Eng K2	Sci Units	Sci Format	Sci Eq Type	Sci From Eng	Sci K1	Sci K2	Sci K3	Sci K4	Sci K5	Sci K6	Sci K7	Sci K8	Mux Ch	Limit Type 1	Yellow Limit 1	Red Limit 1	Limit Type 2	Yellow Limit 2	Red Limit 2
SCN_COUNTER_SELECT	SEB	0	203	25	0	1	13	1	0x03	0	%04X	%1.0f	1	0	1	Select	%1.0f	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_BIN_CNT_REG	SEB	0	204	25	0	1	14	2	0xFFFF	0	%04X	%1.0f	1	0	1	Bins	%1.0f	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_RF_STEP_REG	SEB	0	205	25	0	1	16	1	0xFF	0	%02X	%1.0f	1	0	1	Counts	%.4f	11	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_AUX_STEP_REG	SEB	0	206	25	0	1	17	3	0xFFFFFF	0	%06X	%1.0f	1	0	1	Counts	%.4f	11	0	24	8	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_EM-1_DAC0_REG_RDBK	SEB	0	207	25	0	1	20	1	0xFF	0	%02X	%1.0f	0	0	1	V	%.4f	1	0	990.5332268	-15.53385687	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_EM-2_DAC1_REG_RDBK	SEB	0	208	25	0	1	21	1	0xFF	0	%02X	%1.0f	0	0	1	V	%.4f	1	0	994.4167301	-15.63145001	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_IS_EDAC_REG_RDBK	SEB	0	209	25	0	1	22	1	0xFF	0	%02X	%1.0f	0	0	1	uA	%.4f	1	0	0	0.392156863	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_FIL_VDAC_REG_RDBK	SEB	0	210	25	0	1	23	1	0xFF	0	%02X	%1.0f	0	0	1	V	%.4f	1	0	0	0.019607843	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_DET_A_THR_REG_RDBK	SEB	0	211	25	0	1	25	1	0xFF	0	%02X	%1.0f	0	0	1	V	%.4f	1	0	0	0.019607843	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_DET_B_THR_REG_RDBK	SEB	0	212	25	0	1	24	1	0xFF	0	%02X	%1.0f	0	0	1	V	%.4f	1	0	0	0.019607843	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_FOC_A_SRCA_DAC6_REG_RDBK	SEB	0	213	25	0	1	26	1	0xFF	0	%02X	%1.0f	0	0	1	V	%.4f	1	0	-100	0.392156863	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_FOC_A_SRCB_DAC7_REG_RDBK	SEB	0	214	25	0	1	27	1	0xFF	0	%02X	%1.0f	0	0	1	V	%.4f	1	0	-100	0.392156863	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_GC_EC_DAC8_REG_RDBK	SEB	0	215	25	0	1	28	2	0xFFFF	0	%03X	%1.0f	0	0	1	V	%.4f	1	0	-230	0.112332112	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_LDI_EC_DAC9_REG_RDBK	SEB	0	216	25	0	1	30	2	0xFFFF	0	%03X	%1.0f	0	0	1	V	%.4f	1	0	-230	0.112332112	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_OUT_A_DAC10_REG_RDBK	SEB	0	217	25	0	1	32	2	0xFFFF	0	%03X	%1.0f	0	0	1	V	%.4f	1	0	-100	0.048840049	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_ION_REP_DAC11_REG_RDBK	SEB	0	218	25	0	1	34	2	0xFFFF	0	%03X	%1.0f	0	0	1	V	%.4f	1	0	10	-0.004884005	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_ROD_BIAS_DAC12_REG_RDBK	SEB	0	219	25	0	1	36	2	0xFFFF	0	%03X	%1.0f	0	0	1	V	%.4f	1	0	-230	0.112332112	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_RF_AMP_DAC13_REG_RDBK	SEB	0	220	25	0	1	38	2	0xFFFF	0	%04X	%1.0f	0	0	1	V	%.4f	1	0	2505.117325	-0.038366765	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_AUX_AMP_DAC15_REG_RDBK	SEB	0	221	25	0	1	40	2	0xFFFF	0	%04X	%1.0f	0	0	1	V	%.4f	1	0	0	0.000610361	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_EM_1_DAC0_SET	SEB	0	222	25	0	1	42	1	0xFF	0	%02X	%1.0f	0	0	1	V	%.4f	1	0	990.5332268	-15.53385687	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_EM_2_DAC1_SET	SEB	0	223	25	0	1	43	1	0xFF	0	%02X	%1.0f	0	0	1	V	%.4f	1	0	994.4167301	-15.63145001	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_IS_EDAC_SET	SEB	0	224	25	0	1	44	1	0xFF	0	%02X	%1.0f	0	0	1	uA	%.4f	1	0	0	0.392156863	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_FIL_VDAC_SET	SEB	0	225	25	0	1	45	1	0xFF	0	%02X	%1.0f	0	0	1	V	%.4f	1	0	0	0.019607843	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_DET_A_THR_SET	SEB	0	226	25	0	1	47	1	0xFF	0	%02X	%1.0f	0	0	1	V	%.4f	1	0	0	0.019607843	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_DET_B_THR_SET	SEB	0	227	25	0	1	46	1	0xFF	0	%02X	%1.0f	0	0	1	V	%.4f	1	0	0	0.019607843	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_FOC_A_SRCA_DAC6_SET	SEB	0	228	25	0	1	48	1	0xFF	0	%02X	%1.0f	0	0	1	V	%.4f	1	0	-100	0.392156863	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_FOC_A_SRCB_DAC7_SET	SEB	0	229	25	0	1	49	1	0xFF	0	%02X	%1.0f	0	0	1	V	%.4f	1	0	-100	0.392156863	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_GC_EC_DAC8_SET	SEB	0	230	25	0	1	50	2	0xFFFF	0	%03X	%1.0f	0	0	1	V	%.4f	1	0	-230	0.112332112	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_LDI_EC_DAC9_SET	SEB	0	231	25	0	1	52	2	0xFFFF	0	%03X	%1.0f	0	0	1	V	%.4f	1	0	-230	0.112332112	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_OUT_A_DAC10_SET	SEB	0	232	25	0	1	54	2	0xFFFF	0	%03X	%1.0f	0	0	1	V	%.4f	1	0	-100	0.048840049	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_ION_REP_DAC11_SET	SEB	0	233	25	0	1	56	2	0xFFFF	0	%03X	%1.0f	0	0	1	V	%.4f	1	0	10	-0.004884005	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_ROD_BIAS_DAC12_SET	SEB	0	234	25	0	1	58	2	0xFFFF	0	%03X	%1.0f	0	0	1	V	%.4f	1	0	-230	0.112332112	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_RF_AMP_DAC13_SET	SEB	0	235	25	0	1	60	2	0xFFFF	0	%04X	%1.0f	0	0	1	V	%.4f	1	0	2505.117325	-0.038366765	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_AUX_AMP_DAC15_SET	SEB	0	236	25	0	1	62	2	0xFFFF	0	%04X	%1.0f	0	0	1	V	%.4f	1	0	0	0.000610361	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_PAUSE_REG_RDBK_0	SEB	0	237	25	0	1	64	2	0xFFFF	0	%04X	%1.0f	1	0	1	ms	%.2f	1	1	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_PAUSE_REG_RDBK_1	SEB	0	238	25	0	1	66	2	0xFFFF	0	%04X	%1.0f	1	0	1	ms	%.2f	1	1	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_PAUSE_REG_RDBK_2	SEB	0	239	25	0	1	68	2	0xFFFF	0	%04X	%1.0f	1	0	1	ms	%.2f	1	1	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_PAUSE_REG_RDBK_3	SEB	0	240	25	0	1	70	2	0xFFFF	0	%04X	%1.0f	1	0	1	ms	%.2f	1	1	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_PAUSE_REG_RDBK_4	SEB	0	241	25	0	1	72	2	0xFFFF	0	%04X	%1.0f	1	0	1	ms	%.2f	1	1	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_PAUSE_REG_RDBK_5	SEB	0	242	25	0	1	74	2	0xFFFF	0	%04X	%1.0f	1	0	1	ms	%.2f	1	1	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_PAUSE_REG_RDBK_6	SEB	0	243	25	0	1	76	2	0xFFFF	0	%04X	%1.0f	1	0	1	ms	%.2f	1	1	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_PAUSE_REG_RDBK_7	SEB	0	244	25	0	1	78	2	0xFFFF	0	%04X	%1.0f	1	0	1	ms	%.2f	1	1	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_BIN_TIME_RDBK	SEB	0	245	25	0	1	80	2	0xFFFF	0	%04X	%1.0f	1	0	1	us	%.1f	1	1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_DDS_STATE_ON	SEB	0	246	25	0	1	82	1	0x04	2	%d	%1.0f	1	0	1	bool	%1.0f	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_DDS_STATE_ACTIVE	SEB	0	247	25	0	1	82	1	0x02	1	%d	%1.0f	1	0	1	bool	%1.0f	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_DDS_STATE_PHASE_LOCK	SEB	0	248	25	0	1	82	1	0x01	0	%d	%1.0f	1	0	1	bool	%1.0f	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_TUNING_WORD_RDBK	SEB	0	249	25	0	1	83	3	0xFFFFFF	0	%06X	%1.0f	1	0	1	tuning word	%1.0f	1	1	0	0.298023224	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_PHASE_OFFSET_RDBK	SEB	0	250	25	0	1	86	3	0xFFFFFF	0	%06X	%1.0f	1	0	1	phase offset	%1.0f	1	1	0	2.15E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_PHASE_CYCLE_RDBK	SEB	0	251	25	0	1	89	1	0xFF	0	%02X	%1.0f	1	0	1	phase cycle	%1.0f	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_TELEM_DAC_ID	SEB	0	252	25	0	1	98	2	0xFFFF	0	%04X	%1.0f	1	0	1	Scan ID	%1.0f	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_TELEM_DAC_VAL	SEB	0	253	25	0	1	100	2	0xFFFF	0	%04X	%1.0f	1	0	1	Scan Value	%1.0f	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_AUX_STEP	SEB	0	254	25	0	1	93	3	0xFFFFFF	0	%06X	%1.0f	0	0	1	Counts	%.4f	11	0	24	8	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_RF_STEP	SEB	0	255	25	0	1	92	1	0xFF	0	%02X	%1.0f	0	0	1	Counts	%.4f	11	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_BIN_COUNT	SEB	0	256	25	0	1	90	2	0xFFFF	0	%04X	%1.0f	0	0	1	Bins	%1.0f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACK_CMD_ID	SEB	0	300	21	0	1	6	1	0xFF	0	%02X	%.2f	0	0	1	Cmd ID	%1.0f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACK_CODE	SEB	0	301	21	0	1	7	1	0xFF	0	%02X	%.2f	0	0	1	Code	%1.0f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DMP_DDS_ADDRESS	SEB	0	310	24	0	1	6	3	0xFFFFFF	0	%06X	%06X	0	0	1	Address	%1.0f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DMP_SEQ_ADDRESS	SEB	0	320	23	0	1	6	3	0xFFFFFF	0	%06X	%06X	0	0	1	Address	%1.0f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCI_START_BIN_NUM	SEB	0	350	26	0	1	6	2	0xFFFF	0	%04X	%1.0f	0	0	1	Bin	%1.0f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCI_RF_AMPLITUDE	SEB	0	351	26	0	1	8	2	0xFFFF	0	%04X	%.2f	1	-5	0.000152588	V	%.4f	1	1	-8.9448	-255.3011	0	0	0	0	0	0	0	0	0	0	0	0	0
SCI_RF_AMP_DAC	SEB	0	352	26	0	1	10	2	0xFFFF	0	%04X	%.2f	0	0	1	V	%.4f	1	0	1247.915164	-0.038366765	0	0	0	0	0	0	0	0	0	0	0	0	0
SCI_AUX_AMP_DAC	SEB	0	353	26	0	1	12	2	0xFFFF	0	%04X	%.2f	0	0	1	V	%.4f	1	0	0	0.000610361	0	0	0	0	0	0	0	0	0	0	0	0	0
SCI_SEQ_MARK	SEB	0	354	26	0	1	14	1	0xFF	0	%02X	%1.0f	0	0	1	Mark	%1.0f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RF_FREQ	SEB	0	355	22	0	226	63	64	0	0	%06X	%.2f	0	0	1	Hz	%1.0f	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN_RF_FREQ	SEB	0	356	25	0	226	201	200	0	0	%06X	%.2f	0	0	1	Hz	%1.0f	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SUM_SEQUENCE_MARK	SEB	0	400	27	0	1	0	1	0xFF	0	%02X	%1.0f	0	0	1	Mark	%1.0f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUM_NUM_SCANS	SEB	0	401	27	0	1	1	1	0xFF	0	%02X	%1.0f	0	0	1	Scans	%1.0f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUM_NUM_RF_STATS	SEB	0	402	27	0	1	2	2	0xFFFF	0	%04X	%1.0f	0	0	1	Scan Statuses	%1.0f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUM_START_BIN_NUM	SEB	0	403	27	0	203	4	2	0xFFFF	0	%04X	%1.0f	0	0	1	Bin	%1.0f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUM_RF_AMPLITUDE	SEB	0	404	27	0	203	6	2	0xFFFF	0	%04X	%.2f	1	-5	0.000152588	V	%.4f	1	1	-8.9448	-255.3011	0	0	0	0	0	0	0	0	0	0	0	0	0
SUM_RF_AMP_DAC	SEB	0	405	27	0	203	8	2	0xFFFF	0	%04X	%.2f	0	0	1	V	%.4f	1	0	1247.915164	-0.038366765	0	0	0	0	0	0	0	0	0	0	0	0	0
SUM_AUX_AMP_DAC	SEB	0	406	27	0	203	10	2	0xFFFF	0	%04X	%.2f	0	0	1	V	%.4f	1	0	0	0.000610361	0	0	0	0	0	0	0	0	0	0	0	0	0
SUM_PKT_REV	SEB	0	407	27	0	1	1	1	0xC0	6	%d	%1.0f	0	0	1	Rev	%1.0f	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SUM_PKT_TOTAL_ION_COUNT	SEB	0	408	27	0	230	0	0	0	0	%d	%1.0f	0	0	1	Total Ion Count	%1.0f	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FIL_RESISTANCE	SEB	0	409	22	0	236	19	20	0	0	%04X	%.2f	0	0	1	Ohm	%.3f	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NORM_RF_PRESS	SEB	0	410	22	0	241	31	15	0	0	%04X	%1.0f	0	0	0	psi	%.3f	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cal Tank Lug	TVAC	0	412	42	0	1	248	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cal Tank Clamp	TVAC	0	413	42	0	1	252	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TS_PRESS	TVAC	0	414	42	0	1	296	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	Torr	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GC Helium Tank	TVAC	0	415	42	0	1	232	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GC Trap Plate bracket	TVAC	0	416	42	0	1	236	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GC Trap TEC Chiller Plate	TVAC	0	417	42	0	1	240	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GC Electronics TEC Chiller Plate	TVAC	0	418	42	0	1	244	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GC Chiller input	TVAC	0	419	42	0	1	248	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GC Chiller output	TVAC	0	420	42	0	1	252	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TQCM HS	TVAC	0	421	42	0	1	276	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CHILLER_INLET	TVAC	0	425	42	0	1	0	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CHILLER_OUTLET	TVAC	0	426	42	0	1	4	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MS_HTR_PLATE	TVAC	0	427	42	0	1	8	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MEB_HTR_PLATE	TVAC	0	428	42	0	1	12	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SEB_HTR_PLATE	TVAC	0	429	42	0	1	16	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RF_HTR_PLATE	TVAC	0	430	42	0	1	20	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MAN_HTR_PLATE	TVAC	0	431	42	0	1	24	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MAN_CHEATER_PLATE	TVAC	0	432	42	0	1	28	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MS_TEC_CHILLER_PLATE	TVAC	0	433	42	0	1	32	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MEB_TEC_CHILLER_PLATE	TVAC	0	434	42	0	1	36	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SEB_TEC_CHILLER_PLATE	TVAC	0	435	42	0	1	40	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RF_TEC_CHILLER_PLATE	TVAC	0	436	42	0	1	44	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MAN_TEC_CHILLER_PLATE	TVAC	0	437	42	0	1	48	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CAROUSEL_1	TVAC	0	438	42	0	1	52	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CAROUSEL_MOTOR	TVAC	0	439	42	0	1	56	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MEB_PS_SLICE	TVAC	0	440	42	0	1	60	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MEB_CDH_SLICE	TVAC	0	441	42	0	1	64	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MEB_LASER_SLICE	TVAC	0	442	42	0	1	68	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SEB_PH_SLICE	TVAC	0	443	42	0	1	72	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SEB_CTL_SLICE	TVAC	0	444	42	0	1	76	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
WRP_BODY	TVAC	0	445	42	0	1	80	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
WRP_STRAP	TVAC	0	446	42	0	1	84	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LASER_LOWER_BODY	TVAC	0	447	42	0	1	88	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LASER_UPPER_BODY	TVAC	0	448	42	0	1	92	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RF_BODY	TVAC	0	449	42	0	1	96	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RF_STRAP	TVAC	0	450	42	0	1	100	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DET_BOARD_BATHTUB	TVAC	0	451	42	0	1	104	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DET_BOARD_COVER	TVAC	0	452	42	0	1	108	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MS_HOUSING_LASER_FACE	TVAC	0	453	42	0	1	112	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MS_HOUSING_FLANGE	TVAC	0	454	42	0	1	116	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MS_HOUSING_ANTI_LASER	TVAC	0	455	42	0	1	120	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GPS_P1	TVAC	0	456	42	0	1	124	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GPS_P2	TVAC	0	457	42	0	1	128	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GPS_P3	TVAC	0	458	42	0	1	132	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GPS_P4	TVAC	0	459	42	0	1	136	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GPS_P5	TVAC	0	460	42	0	1	140	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GPS_P6	TVAC	0	461	42	0	1	144	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MANIFOLD_1	TVAC	0	462	42	0	1	148	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MANIFOLD_2	TVAC	0	463	42	0	1	152	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
STRUCT_LEG_NEAR_SEB	TVAC	0	464	42	0	1	156	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CO2_CHAMBER_AIR_TEMP	TVAC	0	465	42	0	1	160	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENCODER	TVAC	0	466	42	0	1	164	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GPS_P0	TVAC	0	467	42	0	1	168	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RESERVE_3044	TVAC	0	468	42	0	1	172	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PLATEN	TVAC	0	469	42	0	1	176	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TOP_SHROUD	TVAC	0	471	42	0	1	180	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LEFT_SHROUD	TVAC	0	472	42	0	1	184	4	0xFFFFFFFF	0	%08X	%1.0f	0	0	0	C	%.3f	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
