Sub System	Name	ADC No	Data ID	Packet Type	Packet Subtype	Decode Type	Decode ID1	Decode ID2	Decode ID3	Decode ID4	Raw Format	Eng Format	Eng Eq Type	Eng K1	Eng K2	Sci Units	Sci Format	Sci Eq Type	Sci From Eng	Sci K1	Sci K2	Sci K3	Sci K4	Sci K5	Sci K6	Sci K7	Sci K8	Mux Ch	Limit Type 1	Yellow Limit 1	Red Limit 1	Limit Type 2	Yellow Limit 2	Red Limit 2
MEB	SEB_ON	0	559	7	0	1	46	1	0x10	4	%01X	%1.0f	0	0.00E+00	0.00E+00	bool	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
MEB	HTR_6_ON	0	560	7	0	1	47	1	0x40	6	%01X	%1.0f	0	0.00E+00	0.00E+00	bool	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
MEB	HTR_5_ON	0	561	7	0	1	47	1	0x20	5	%01X	%1.0f	0	0.00E+00	0.00E+00	bool	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
MEB	HTR_4_ON	0	562	7	0	1	47	1	0x10	4	%01X	%1.0f	0	0.00E+00	0.00E+00	bool	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
MEB	HTR_3_ON	0	563	7	0	1	47	1	0x08	3	%01X	%1.0f	0	0.00E+00	0.00E+00	bool	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
MEB	HTR_2_ON	0	564	7	0	1	47	1	0x04	2	%01X	%1.0f	0	0.00E+00	0.00E+00	bool	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
MEB	HTR_1_ON	0	565	7	0	1	47	1	0x02	1	%01X	%1.0f	0	0.00E+00	0.00E+00	bool	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
MEB	CHRG_RDY	0	566	7	0	1	47	1	0x01	0	%01X	%1.0f	0	0.00E+00	0.00E+00	bool	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
MEB	FSW_VERSION	0	567	7	0	1	48	4	0xFFFFFFFF	0	%08X	%1.0f	0	0.00E+00	0.00E+00	Version	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
MEB	MAIF_ERRS_ALL	0	568	7	0	1	52	4	0xFFFFFFFF	0	%08X	%1.0f	0	0.00E+00	0.00E+00	errors	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
MEB	SEB_ERRS_ALL	0	569	7	0	1	56	4	0xFFFFFFFF	0	%08X	%1.0f	0	0.00E+00	0.00E+00	errors	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
MEB	GC_ERRS_ALL	0	570	7	0	1	60	2	0xFFFF	0	%04X	%1.0f	0	0.00E+00	0.00E+00	errors	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
MEB	LAS_ERRS_ALL	0	571	7	0	1	62	2	0xFFFF	0	%04X	%1.0f	0	0.00E+00	0.00E+00	errors	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
MEB	FSW_VERSION_MAJOR	0	572	7	0	1	48	1	0xFF	0	%02X	%1.0f	0	0.00E+00	0.00E+00	Version	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
MEB	FSW_VERSION_MINOR	0	573	7	0	1	49	1	0xFF	0	%02X	%1.0f	0	0.00E+00	0.00E+00	Version	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
MEB	FSW_VERSION_PATCH	0	574	7	0	1	50	1	0xFF	0	%02X	%1.0f	0	0.00E+00	0.00E+00	Version	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
MEB	FSW_VERSION_EXTRA	0	575	7	0	1	51	1	0xFF	0	%02X	%1.0f	0	0.00E+00	0.00E+00	Version	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
MEB	MAIF_ERRS_RCV	0	576	7	0	1	52	1	0xFF	0	%02X	%1.0f	0	0.00E+00	0.00E+00	errors	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
MEB	MAIF_ERRS_OVR	0	577	7	0	1	53	1	0xFF	0	%02X	%1.0f	0	0.00E+00	0.00E+00	errors	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
MEB	MAIF_ERRS_SPARE1	0	578	7	0	1	54	1	0xFF	0	%02X	%1.0f	0	0.00E+00	0.00E+00		%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
MEB	MAIF_ERRS_SPARE2	0	579	7	0	1	55	1	0xFF	0	%02X	%1.0f	0	0.00E+00	0.00E+00		%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
MEB	SEB_ERRS	0	580	7	0	1	56	1	0xFF	0	%02X	%1.0f	0	0.00E+00	0.00E+00	errors	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
MEB	SEB_ERRS_NAKS	0	581	7	0	1	57	1	0xFF	0	%02X	%1.0f	0	0.00E+00	0.00E+00	nacks	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
MEB	SEB_ERRS_NAK_ID	0	582	7	0	1	58	1	0xFF	0	%02X	%1.0f	0	0.00E+00	0.00E+00	ID	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
MEB	SEB_ERRS_NAK_CODE	0	583	7	0	1	59	1	0xFF	0	%02X	%1.0f	0	0.00E+00	0.00E+00	Code	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
MEB	GC_ERRS_PKT	0	584	7	0	1	60	1	0xFF	0	%02X	%1.0f	0	0.00E+00	0.00E+00	errors	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
MEB	GC_ERRS_ACK	0	585	7	0	1	61	1	0xFF	0	%02X	%1.0f	0	0.00E+00	0.00E+00	errors	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
MEB	LAS_ERRS_RCV	0	586	7	0	1	62	1	0xFF	0	%02X	%1.0f	0	0.00E+00	0.00E+00	errors	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
MEB	LAS_ERRS_PARITY	0	587	7	0	1	63	1	0xFF	0	%02X	%1.0f	0	0.00E+00	0.00E+00	errors	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
MEB	MAIF_MAIN_IMON	0	588	7	0	1	72	2	0xFFFF	0	%04X	%.2f	1	0.00E+00	7.63E-05	A	%.3f	1	1	9.54E-02	5.07E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
MEB	MAIF_PS_TEMP	0	589	7	0	1	74	2	0xFFFF	0	%04X	%.2f	1	1.36E+02	-3.60E-03	C	%.2f	1	0	1.85E+02	-1.92E-02	1.39E-06	-5.05E-11	5.61E-16	9.33E-21	-1.94E-25	0.00E+00	0	0	0	0	0	0	0
GC	TIMESTAMP	0	600	14	0	204	3	0	0xFFFF	0	%04X	%1.0f	0	0.00E+00	0.00E+00	 s	%.2f	1	0	0.00E+00	5.00E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	STATUS	0	601	14	0	204	0	1	0xFFFF	0	%04X	%1.0f	0	0.00E+00	0.00E+00	Status	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	STATUS_TS_MOTOR_POWERED	0	602	14	0	204	0	1	0x0001	0	%01X	%1.0f	0	0.00E+00	0.00E+00	bool	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	STATUS_TS_POSITION_REACHED	0	603	14	0	204	0	1	0x0002	1	%01X	%1.0f	0	0.00E+00	0.00E+00	bool	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	STATUS_TS_TIMEOUT	0	604	14	0	204	0	1	0x0004	2	%01X	%1.0f	0	0.00E+00	0.00E+00	bool	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	STATUS_TS_OVER_CURRENT_SWITCH_OFF	0	605	14	0	204	0	1	0x0008	3	%01X	%1.0f	0	0.00E+00	0.00E+00	bool	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	STATUS_UPPER_END_POS_SWITCH	0	606	14	0	204	0	1	0x0010	4	%01X	%1.0f	0	0.00E+00	0.00E+00	bool	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	STATUS_LOWER_END_POS_SWITCH	0	607	14	0	204	0	1	0x0020	5	%01X	%1.0f	0	0.00E+00	0.00E+00	bool	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	STATUS_IKI_BUSY	0	608	14	0	204	0	1	0x0100	8	%01X	%1.0f	0	0.00E+00	0.00E+00	bool	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	STATUS_SV_POWERED	0	609	14	0	204	0	1	0x0200	9	%01X	%1.0f	0	0.00E+00	0.00E+00	bool	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	STATUS_SERIAL_NUMBER	0	610	14	0	204	0	1	0xF000	12	%01X	%1.0f	0	0.00E+00	0.00E+00	Serial Number	%1.0f	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	SCGAIN1	0	611	14	0	204	6	2	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	V	%.3f	1	1	0.00E+00	4.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	SCGAIN10	0	612	14	0	204	9	3	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	V	%.3f	1	1	0.00E+00	4.00E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	SCGAIN100	0	613	14	0	204	12	4	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	V	%.3f	1	1	0.00E+00	4.00E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	TEMP_TOVN	0	614	14	0	204	15	5	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	1	0.00E+00	4.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	TEMP_TTRP1	0	615	14	0	204	18	6	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	1	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	TEMP_TTRP2	0	616	14	0	204	18	7	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	1	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	TEMP_TTCD1	0	617	14	0	204	21	8	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	1	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	TEMP_TTCD2	0	618	14	0	204	21	9	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	1	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	TEMP_TTCD3	0	619	14	0	204	21	10	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	1	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	TEMP_TTCD4	0	620	14	0	204	21	11	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	1	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	TEMP_TCLM1	0	621	14	0	204	24	12	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	1	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	TEMP_TCLM2	0	622	14	0	204	24	13	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	1	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	TEMP_TCLM3	0	623	14	0	204	24	14	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	1	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	TEMP_TCLM4	0	624	14	0	204	24	15	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	1	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	TEMP_TCPL1	0	625	14	0	204	27	16	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	1	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0x7	145	150	0	0	0
GC	TEMP_TCPL2	0	626	14	0	204	27	17	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	1	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0x7	145	150	0	0	0
GC	TEMP_TCPL3	0	627	14	0	204	27	18	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	1	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0x7	145	150	0	0	0
GC	TEMP_TCPL4	0	628	14	0	204	27	19	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	1	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0x7	145	150	0	0	0
GC	TEMP_TCPL5	0	629	14	0	204	27	20	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	1	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0x7	145	150	0	0	0
GC	TEMP_TCPL6	0	630	14	0	204	27	21	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	1	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0x7	145	150	0	0	0
GC	TEMP_TCPL7	0	631	14	0	204	27	22	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	1	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0x7	145	150	0	0	0
GC	TEMP_TTP	0	632	14	0	204	27	23	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	1	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	TEMP_TTP2	0	633	14	0	204	27	24	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	1	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	TEMP_TVP1	0	634	14	0	204	27	25	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	1	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	TEMP_TVP2	0	635	14	0	204	27	26	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	1	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	TEMP_TCPL8	0	636	14	0	204	27	27	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	1	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0x7	145	150	0	0	0
GC	TEMP_TCPL9	0	637	14	0	204	27	28	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	1	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0x7	145	150	0	0	0
GC	TEMP_TVP4	0	638	14	0	204	27	29	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	1	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	TEMP_TVP3	0	639	14	0	204	27	30	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	1	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	PT1000_REF	0	640	14	0	204	27	31	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	C	%.2f	1	1	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	HK_PRESSURE_IN	0	641	14	0	204	30	32	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	bar	%.3f	1	1	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	HK_PRESSURE_OUT	0	642	14	0	204	30	33	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	bar	%.3f	1	1	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	HK_RAIL_POSITION	0	643	14	0	204	30	57	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	position	%.2f	1	1	0.00E+00	3.33E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	HK_PRESSURE_CLM	0	644	14	0	204	30	34	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	bar	%.3f	1	1	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	HK_MOTOR_CURRENT	0	645	14	0	204	30	35	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	mA	%.2f	1	1	0.00E+00	4.75E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	HK_I_TCD	0	646	14	0	204	30	36	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	mA	%.2f	1	1	0.00E+00	1.00E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	HK_+15V	0	647	14	0	204	30	37	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	V	%.2f	1	1	0.00E+00	6.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	HK_+5V	0	648	14	0	204	30	38	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	V	%.2f	1	1	0.00E+00	2.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	REF_GND	0	649	14	0	204	30	39	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	V	%.2f	1	1	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	HK_-5V	0	650	14	0	204	30	40	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	V	%.2f	1	1	0.00E+00	2.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	HK_REF2.5V	0	651	14	0	204	30	41	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	V	%.2f	1	1	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	HK_+UTCD	0	652	14	0	204	30	42	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	V	%.2f	1	1	0.00E+00	6.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	HK_-UTCD	0	653	14	0	204	30	43	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	V	%.2f	1	1	0.00E+00	6.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	HK_HV_VALVES	0	654	14	0	204	30	44	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	V	%.2f	1	1	0.00E+00	1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	HK_UREF_PRESSURE	0	655	14	0	204	30	45	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	V	%.2f	1	1	0.00E+00	6.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	HK_STRAIN_GAUGE	0	656	14	0	204	30	46	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	bar	%.2f	1	1	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	HK_TCD_OFFSET	0	657	14	0	204	30	47	0x3FFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	offset	%.2f	1	1	0.00E+00	2.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	REG_HTR_SEL	0	658	14	0	204	33	48	0xFFFF	0	%04X	%.2f	0	0.00E+00	1.00E+00		%1.0f	0	0	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	SELECT_MODULE	0	659	14	0	204	33	48	0x0003	0	%01X	%1.0f	0	0.00E+00	1.00E+00	module	%1.0f	0	0	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	SELECT_TRAP	0	660	14	0	204	33	48	0x0010	4	%01X	%1.0f	0	0.00E+00	1.00E+00	trap	%1.0f	0	0	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	OVEN_HEATER_MODE	0	661	14	0	204	33	48	0x0040	6	%01X	%1.0f	0	0.00E+00	1.00E+00	oven mode	%1.0f	0	0	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
GC	REG_PRES_CTRL	0	662	14	0	204	33	49	0xFFFF	0	%04X	%.2f	1	-3.17E+00	3.76E-04	bar	%.3f	1	1	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
